Sample	Station_code	Tid_provetak	Year	Month	Day	Station	Sesong	Region	Latitude	Longitude	KLFA	N-NH4	N-SNOX	N-TOT	P-PO4	P-TOT	SALIN	SI-SIO2	TEMP
VT82.2018-03-20	VT82	20.03.2018 00:00	2018	Mar	20	Setså	Vår	Norskehavet Nord II	519314.2999999998	7450501.1000000015	0.29	5	111	190	22	32	33.177	420	4.697
VT82.2018-04-26	VT82	26.04.2018 00:00	2018	Apr	26	Setså	Vår	Norskehavet Nord II	519314.2999999998	7450501.1000000015	0.78	5	11	104	8	25	32.373	200	5.331
VT82.2018-05-16	VT82	16.05.2018 00:00	2018	May	16	Setså	Vår	Norskehavet Nord II	519314.2999999998	7450501.1000000015	1.6	14	4	140	7	16	27.001	400	7.674
VT82.2018-06-12	VT82	12.06.2018 00:00	2018	Jun	12	Setså	Sommer	Norskehavet Nord II	519314.2999999998	7450501.1000000015	1.3	7	2	200	4	14	18.08	500	9.1
VT82.2018-07-17	VT82	17.07.2018 00:00	2018	Jul	17	Setså	Sommer	Norskehavet Nord II	519314.2999999998	7450501.1000000015	0.83	21	1	320	10	25	28.04	92	10.229
VT82.2018-08-21	VT82	21.08.2018 00:00	2018	Aug	21	Setså	Sommer	Norskehavet Nord II	519314.2999999998	7450501.1000000015	2.2	18	1	130	5	18	24.6	56	12.881
VT82.2018-09-18	VT82	18.09.2018 00:00	2018	Sep	18	Setså	Høst	Norskehavet Nord II	519314.2999999998	7450501.1000000015	1.5	29	3	130	4	13	29.72	130	11.329
VT82.2018-10-25	VT82	25.10.2018 00:00	2018	Oct	25	Setså	Høst	Norskehavet Nord II	519314.2999999998	7450501.1000000015	1.2	22	38	290	9	16	26.84	230	9.03
VT82.2018-11-20	VT82	20.11.2018 00:00	2018	Nov	20	Setså	Høst	Norskehavet Nord II	519314.2999999998	7450501.1000000015	0.17	20	70	240	12	20	29.734	260	8.459
VT82.2018-12-21	VT82	21.12.2018 00:00	2018	Dec	21	Setså	Vinter	Norskehavet Nord II	519314.2999999998	7450501.1000000015	0.16	13	91	230	16	26	31.79	240	7.575
VR21.2017-02-24	VR21	24.02.2017 00:00	2017	Feb	24	Bugøynes (Varangerfjorden)	Vinter	Barentshavet	1064219.5	7830545.300000001	0.14	6	88	225	21	24	34.285	220	3.571
VR21.2017-03-15	VR21	15.03.2017 00:00	2017	Mar	15	Bugøynes (Varangerfjorden)	Vår	Barentshavet	1064219.5	7830545.300000001	0.14	12	96	340	21	28	34.29	210	3.373
VR21.2017-04-05	VR21	05.04.2017 00:00	2017	Apr	5	Bugøynes (Varangerfjorden)	Vår	Barentshavet	1064219.5	7830545.300000001	0.14	19	105	305	21	23	34.28	230	3.038
VR21.2017-04-21	VR21	21.04.2017 00:00	2017	Apr	21	Bugøynes (Varangerfjorden)	Vår	Barentshavet	1064219.5	7830545.300000001	3.3	28	41	360	14	26	34.23	160	3.026
VR21.2017-05-10	VR21	10.05.2017 00:00	2017	May	10	Bugøynes (Varangerfjorden)	Vår	Barentshavet	1064219.5	7830545.300000001	2.1	28	11	340	9	18	34.195	62	3.077
VR21.2017-06-12	VR21	12.06.2017 00:00	2017	Jun	12	Bugøynes (Varangerfjorden)	Sommer	Barentshavet	1064219.5	7830545.300000001	1	25	6	525	12	19	33.58	180	4.915
VR21.2017-07-27	VR21	27.07.2017 00:00	2017	Jul	27	Bugøynes (Varangerfjorden)	Sommer	Barentshavet	1064219.5	7830545.300000001	1.3	36	2	285	7	14	31.99	120	10.612
VR21.2017-08-28	VR21	28.08.2017 00:00	2017	Aug	28	Bugøynes (Varangerfjorden)	Sommer	Barentshavet	1064219.5	7830545.300000001	0.26	24	4	310	6	17	32.62	90	9.484
VR21.2017-09-20	VR21	20.09.2017 00:00	2017	Sep	20	Bugøynes (Varangerfjorden)	Høst	Barentshavet	1064219.5	7830545.300000001	1.5	29	11	300	9	16	33.375	290	8.294
VR21.2017-10-30	VR21	30.10.2017 00:00	2017	Oct	30	Bugøynes (Varangerfjorden)	Høst	Barentshavet	1064219.5	7830545.300000001	0.25	12	65	100	13	16	33.975	220	6.3925
VR21.2017-11-16	VR21	16.11.2017 00:00	2017	Nov	16	Bugøynes (Varangerfjorden)	Høst	Barentshavet	1064219.5	7830545.300000001	0.14	17	77	400	17	22	34.14	220	5.699
VR21.2017-12-11	VR21	11.12.2017 00:00	2017	Dec	11	Bugøynes (Varangerfjorden)	Vinter	Barentshavet	1064219.5	7830545.300000001	0.15	16	89	365	18	23	34.32	240	5.5585
VR24.2017-02-26	VR24	26.02.2017 00:00	2017	Feb	26	Tanafjorden Midtre	Vinter	Barentshavet	987625	7903433.199999999	0.14	5	127	235	21	25	34.22	190	4.584
VR24.2017-03-23	VR24	23.03.2017 00:00	2017	Mar	23	Tanafjorden Midtre	Vår	Barentshavet	987625	7903433.199999999	0.14	8	106	240	20	28	34.285	200	4.0535
VR24.2017-04-09	VR24	09.04.2017 00:00	2017	Apr	9	Tanafjorden Midtre	Vår	Barentshavet	987625	7903433.199999999	0.43	11	110	315	21	30	34.41	200	3.926
VR24.2017-04-22	VR24	22.04.2017 00:00	2017	Apr	22	Tanafjorden Midtre	Vår	Barentshavet	987625	7903433.199999999	4.2	10	45	220	13	25	34.25	68	3.63633
VR24.2017-05-18	VR24	18.05.2017 00:00	2017	May	18	Tanafjorden Midtre	Vår	Barentshavet	987625	7903433.199999999	0.32	22	72	170	14	21	34.38	130	4.647
VR24.2017-06-23	VR24	23.06.2017 00:00	2017	Jun	23	Tanafjorden Midtre	Sommer	Barentshavet	987625	7903433.199999999	1.7	35	1	170	5	15	NA	140	NA
VR24.2017-07-21	VR24	21.07.2017 00:00	2017	Jul	21	Tanafjorden Midtre	Sommer	Barentshavet	987625	7903433.199999999	1.8	9	1	160	7	6	33.45	48	9.233
VR24.2017-08-20	VR24	20.08.2017 00:00	2017	Aug	20	Tanafjorden Midtre	Sommer	Barentshavet	987625	7903433.199999999	NA	17	3	340	10	20	33.242	120	9.1062
VR24.2017-09-16	VR24	16.09.2017 00:00	2017	Sep	16	Tanafjorden Midtre	Høst	Barentshavet	987625	7903433.199999999	0.82	16	38	130	11	20	33.86	120	8.012
VR24.2017-10-21	VR24	21.10.2017 00:00	2017	Oct	21	Tanafjorden Midtre	Høst	Barentshavet	987625	7903433.199999999	0.38	6	95	150	14	19	34.22	150	8.046
VR24.2017-11-25	VR24	25.11.2017 00:00	2017	Nov	25	Tanafjorden Midtre	Høst	Barentshavet	987625	7903433.199999999	0.31	19	79	225	20	26	34.14666	210	6.945
VR31.2017-02-23	VR31	23.02.2017 00:00	2017	Feb	23	Tilremfjorden	Vinter	Norskehavet Sør II	372600.7000000002	7278221.699999999	0.25	5	101	165	18	22	32.83	240	4.905
VR31.2017-03-29	VR31	29.03.2017 00:00	2017	Mar	29	Tilremfjorden	Vår	Norskehavet Sør II	372600.7000000002	7278221.699999999	1.8	7	89	160	21	29	33.6	220	5.35
VR31.2017-04-28	VR31	28.04.2017 00:00	2017	Apr	28	Tilremfjorden	Vår	Norskehavet Sør II	372600.7000000002	7278221.699999999	1.4	7.5	29	115	10	18	33.247	30	5.592
VR31.2017-05-10	VR31	10.05.2017 00:00	2017	May	10	Tilremfjorden	Vår	Norskehavet Sør II	372600.7000000002	7278221.699999999	0.33	12	58	130	16	21	33.747	150	6.17
VR31.2017-05-24	VR31	24.05.2017 00:00	2017	May	24	Tilremfjorden	Vår	Norskehavet Sør II	372600.7000000002	7278221.699999999	0.95	22	2	84	6	15	33.27	150	7.968
VR31.2017-06-20	VR31	20.06.2017 00:00	2017	Jun	20	Tilremfjorden	Sommer	Norskehavet Sør II	372600.7000000002	7278221.699999999	1.4	5	5	102	9	13	33.1	25	11.044
VR31.2017-07-14	VR31	14.07.2017 00:00	2017	Jul	14	Tilremfjorden	Sommer	Norskehavet Sør II	372600.7000000002	7278221.699999999	1	5	1	112	4	13	31.37	53	11.567
VR31.2017-08-31	VR31	31.08.2017 00:00	2017	Aug	31	Tilremfjorden	Sommer	Norskehavet Sør II	372600.7000000002	7278221.699999999	1.1	5	3	104	5	10	32.673	34	13.325
VR31.2017-09-21	VR31	21.09.2017 00:00	2017	Sep	21	Tilremfjorden	Høst	Norskehavet Sør II	372600.7000000002	7278221.699999999	0.59	11	3	190	5	8	32.202	51	12.975
VR31.2017-10-12	VR31	12.10.2017 00:00	2017	Oct	12	Tilremfjorden	Høst	Norskehavet Sør II	372600.7000000002	7278221.699999999	0.64	8	16	110	8	12	32.6	67	11.606
VR31.2017-11-01	VR31	01.11.2017 00:00	2017	Nov	1	Tilremfjorden	Høst	Norskehavet Sør II	372600.7000000002	7278221.699999999	0.31	5	34	120	9	13	32.565	110	10.346
VR31.2017-11-21	VR31	21.11.2017 00:00	2017	Nov	21	Tilremfjorden	Høst	Norskehavet Sør II	372600.7000000002	7278221.699999999	0.16	5	47	146	10	15	32.46	100	8.286
VR31.2017-12-14	VR31	14.12.2017 00:00	2017	Dec	14	Tilremfjorden	Vinter	Norskehavet Sør II	372600.7000000002	7278221.699999999	0.16	6	62	146	13	20	32.575	130	6.874
VR51.2017-02-15	VR51	15.02.2017 00:00	2017	Feb	15	Korsen	Vinter	Norskehavet Sør I	83360.70000000019	6910441.699999999	0.25	480	84	155	17	26	33.765	280	8.412
VR51.2017-03-21	VR51	21.03.2017 00:00	2017	Mar	21	Korsen	Vår	Norskehavet Sør I	83360.70000000019	6910441.699999999	1.1	28	58	165	15	22	32.696	210	6.736
VR51.2017-04-07	VR51	07.04.2017 00:00	2017	Apr	7	Korsen	Vår	Norskehavet Sør I	83360.70000000019	6910441.699999999	2	38	25	155	8	17	30.971	260	6.862
VR51.2017-04-21	VR51	21.04.2017 00:00	2017	Apr	21	Korsen	Vår	Norskehavet Sør I	83360.70000000019	6910441.699999999	2	21	23	240	9	20	32.85	200	7.373
VR51.2017-05-04	VR51	04.05.2017 00:00	2017	May	4	Korsen	Vår	Norskehavet Sør I	83360.70000000019	6910441.699999999	1.2	18	2	106	4	14	32.646	970	7.866
VR51.2017-06-08	VR51	08.06.2017 00:00	2017	Jun	8	Korsen	Sommer	Norskehavet Sør I	83360.70000000019	6910441.699999999	0.42	41	1	98	7	22	31.414	86	9.791
VR51.2017-07-18	VR51	18.07.2017 00:00	2017	Jul	18	Korsen	Sommer	Norskehavet Sør I	83360.70000000019	6910441.699999999	0.44	79	1	139	2	8	24.728	300	13.005
VR51.2017-08-21	VR51	21.08.2017 00:00	2017	Aug	21	Korsen	Sommer	Norskehavet Sør I	83360.70000000019	6910441.699999999	0.34	44	1	144	5	8	28.247	100	14.645
VR51.2017-09-04	VR51	04.09.2017 00:00	2017	Sep	4	Korsen	Høst	Norskehavet Sør I	83360.70000000019	6910441.699999999	0.35	15	2	138	3	11	30.41	31	14.196
VR51.2017-09-18	VR51	18.09.2017 00:00	2017	Sep	18	Korsen	Høst	Norskehavet Sør I	83360.70000000019	6910441.699999999	0.24	13	1	70	4	9	28.943	25	14.271
VR51.2017-10-09	VR51	09.10.2017 00:00	2017	Oct	9	Korsen	Høst	Norskehavet Sør I	83360.70000000019	6910441.699999999	1.4	19	2	90	6	16	30.878	200	13.644
VR51.2017-11-20	VR51	20.11.2017 00:00	2017	Nov	20	Korsen	Høst	Norskehavet Sør I	83360.70000000019	6910441.699999999	0.35	12	39	140	6	11	29.107	220	10.077
VR51.2017-12-14	VR51	14.12.2017 00:00	2017	Dec	14	Korsen	Vinter	Norskehavet Sør I	83360.70000000019	6910441.699999999	0.16	18	48	138	8	15	31.24	180	8.416
VR52.2017-02-20	VR52	20.02.2017 00:00	2017	Feb	20	Broemsneset	Vinter	Norskehavet Sør II	322629	7154545.6000000015	0.31	5	99	170	17	21	30.825	390	5.018
VR52.2017-03-24	VR52	24.03.2017 00:00	2017	Mar	24	Broemsneset	Vår	Norskehavet Sør II	322629	7154545.6000000015	0.47	6	86	160	17	22	30.765	370	5.208
VR52.2017-04-18	VR52	18.04.2017 00:00	2017	Apr	18	Broemsneset	Vår	Norskehavet Sør II	322629	7154545.6000000015	0.35	5	93	165	17	21	31.035	240	5.657
VR52.2017-05-11	VR52	11.05.2017 00:00	2017	May	11	Broemsneset	Vår	Norskehavet Sør II	322629	7154545.6000000015	0.58	34	64	165	17	22	33.2	220	6.347
VR52.2017-05-26	VR52	26.05.2017 00:00	2017	May	26	Broemsneset	Vår	Norskehavet Sør II	322629	7154545.6000000015	0.63	16	4	86	4	11	32.52	90	8.535
VR52.2017-06-24	VR52	24.06.2017 00:00	2017	Jun	24	Broemsneset	Sommer	Norskehavet Sør II	322629	7154545.6000000015	0.58	23	3	104	6	12	32.235	160	10.693
VR52.2017-07-20	VR52	20.07.2017 00:00	2017	Jul	20	Broemsneset	Sommer	Norskehavet Sør II	322629	7154545.6000000015	0.16	70	1	101	4	8	30.29	100	12.659
VR52.2017-08-23	VR52	23.08.2017 00:00	2017	Aug	23	Broemsneset	Sommer	Norskehavet Sør II	322629	7154545.6000000015	0.16	15	4	99	5	8	31.6	88	14.344
VR52.2017-09-23	VR52	23.09.2017 00:00	2017	Sep	23	Broemsneset	Høst	Norskehavet Sør II	322629	7154545.6000000015	0.51	6	13	71	5	10	31.83	84	13.8
VR52.2017-10-09	VR52	09.10.2017 00:00	2017	Oct	9	Broemsneset	Høst	Norskehavet Sør II	322629	7154545.6000000015	0.55	5	17	77	6	11	32.22	110	12.663
VR52.2017-10-26	VR52	26.10.2017 00:00	2017	Oct	26	Broemsneset	Høst	Norskehavet Sør II	322629	7154545.6000000015	0.18	5	32	91	7	11	32.2	160	11.949
VR52.2017-11-14	VR52	14.11.2017 00:00	2017	Nov	14	Broemsneset	Høst	Norskehavet Sør II	322629	7154545.6000000015	0.16	5	39	130	9	13	30.02	120	10.267
VR52.2017-12-17	VR52	17.12.2017 00:00	2017	Dec	17	Broemsneset	Vinter	Norskehavet Sør II	322629	7154545.6000000015	0.16	5	60	124	11	17	33.03	300	9.952
VR54.2017-02-19	VR54	19.02.2017 00:00	2017	Feb	19	Straumsfjorden (Bakkland)	Vinter	Norskehavet Nord I	630395.4000000004	7713898.199999999	0.16	5	99	170	18	21	NA	270	NA
VR54.2017-04-02	VR54	02.04.2017 00:00	2017	Apr	2	Straumsfjorden (Bakkland)	Vår	Norskehavet Nord I	630395.4000000004	7713898.199999999	1.2	8	24	105	9	20	32.965	83	3.843
VR54.2017-04-17	VR54	17.04.2017 00:00	2017	Apr	17	Straumsfjorden (Bakkland)	Vår	Norskehavet Nord I	630395.4000000004	7713898.199999999	1.8	8	10	130	8	20	33.55	120	4.2465
VR54.2017-05-01	VR54	01.05.2017 00:00	2017	May	1	Straumsfjorden (Bakkland)	Vår	Norskehavet Nord I	630395.4000000004	7713898.199999999	2.3	20	23	155	22	21	33.27	92	4.998
VR54.2017-05-16	VR54	16.05.2017 00:00	2017	May	16	Straumsfjorden (Bakkland)	Vår	Norskehavet Nord I	630395.4000000004	7713898.199999999	0.57	12	6	101	8	14	32.6795	170	5.5425
VR54.2017-06-23	VR54	23.06.2017 00:00	2017	Jun	23	Straumsfjorden (Bakkland)	Sommer	Norskehavet Nord I	630395.4000000004	7713898.199999999	1.6	39	1	106	5	15	31.7415	100	7.221
VR54.2017-07-22	VR54	22.07.2017 00:00	2017	Jul	22	Straumsfjorden (Bakkland)	Sommer	Norskehavet Nord I	630395.4000000004	7713898.199999999	1.7	11	17	136	10	19	31.25266	180	7.92066
VR54.2017-08-24	VR54	24.08.2017 00:00	2017	Aug	24	Straumsfjorden (Bakkland)	Sommer	Norskehavet Nord I	630395.4000000004	7713898.199999999	2.2	10	25	149	10	19	32.247	160	9.073
VR54.2017-09-22	VR54	22.09.2017 00:00	2017	Sep	22	Straumsfjorden (Bakkland)	Høst	Norskehavet Nord I	630395.4000000004	7713898.199999999	0.79	5	20	100	9	15	32.237	230	8.9985
VR54.2017-10-29	VR54	29.10.2017 00:00	2017	Oct	29	Straumsfjorden (Bakkland)	Høst	Norskehavet Nord I	630395.4000000004	7713898.199999999	0.54	5	45	110	12	17	32.599	240	7.37
VR7.2017-02-26	VR7	26.02.2017 00:00	2017	Feb	26	Langfjordnes	Vinter	Barentshavet	979632.7000000002	7894956.300000001	0.14	5	126	280	20	23	34.205	190	4.025
VR7.2017-03-23	VR7	23.03.2017 00:00	2017	Mar	23	Langfjordnes	Vår	Barentshavet	979632.7000000002	7894956.300000001	0.14	5	102	235	19	28	34.25	200	3.617
VR7.2017-04-09	VR7	09.04.2017 00:00	2017	Apr	9	Langfjordnes	Vår	Barentshavet	979632.7000000002	7894956.300000001	1.4	8	95	210	18	26	34.27	190	3.43
VR7.2017-04-22	VR7	22.04.2017 00:00	2017	Apr	22	Langfjordnes	Vår	Barentshavet	979632.7000000002	7894956.300000001	4.5	10	30	195	10	22	34.33	43	3.52
VR7.2017-05-18	VR7	18.05.2017 00:00	2017	May	18	Langfjordnes	Vår	Barentshavet	979632.7000000002	7894956.300000001	0.96	14	1	135	8	16	34.27	76	4.599
VR7.2017-06-23	VR7	23.06.2017 00:00	2017	Jun	23	Langfjordnes	Sommer	Barentshavet	979632.7000000002	7894956.300000001	3.1	48	1	165	5	17	NA	370	NA
VR7.2017-07-21	VR7	21.07.2017 00:00	2017	Jul	21	Langfjordnes	Sommer	Barentshavet	979632.7000000002	7894956.300000001	1.9	9	3	148	6	15	33.38	68	8.873
VR7.2017-08-20	VR7	20.08.2017 00:00	2017	Aug	20	Langfjordnes	Sommer	Barentshavet	979632.7000000002	7894956.300000001	NA	10	1	195	8	18	33.93333	72	8.58366
VR7.2017-09-16	VR7	16.09.2017 00:00	2017	Sep	16	Langfjordnes	Høst	Barentshavet	979632.7000000002	7894956.300000001	0.64	20	31	120	17	25	33.95	130	7.9065
VR7.2017-10-21	VR7	21.10.2017 00:00	2017	Oct	21	Langfjordnes	Høst	Barentshavet	979632.7000000002	7894956.300000001	0.49	8	62	130	14	19	NA	180	NA
VR7.2017-11-25	VR7	25.11.2017 00:00	2017	Nov	25	Langfjordnes	Høst	Barentshavet	979632.7000000002	7894956.300000001	0.31	22	79	320	18	26	34.21	190	6.6855
VR7.2017-12-09	VR7	09.12.2017 00:00	2017	Dec	9	Langfjordnes	Vinter	Barentshavet	979632.7000000002	7894956.300000001	0.31	9	74	285	17	23	34.24	170	6.396
VT10.2017-02-14	VT10	14.02.2017 00:00	2017	Feb	14	Breiangen vest	Vinter	Skagerrak	242892.7999999998	6603030.699999999	0.25	5	144	245	19	23	27.526	780	3.009
VT10.2017-03-15	VT10	15.03.2017 00:00	2017	Mar	15	Breiangen vest	Vår	Skagerrak	242892.7999999998	6603030.699999999	6.2	8	36	190	6	16	24.338	120	2.871
VT10.2017-04-19	VT10	19.04.2017 00:00	2017	Apr	19	Breiangen vest	Vår	Skagerrak	242892.7999999998	6603030.699999999	1.7	10	37	200	3	12	25.538	280	5.17
VT10.2017-05-11	VT10	11.05.2017 00:00	2017	May	11	Breiangen vest	Vår	Skagerrak	242892.7999999998	6603030.699999999	2.2	18	1	170	5	17	27.91	68	7.449
VT10.2017-05-24	VT10	24.05.2017 00:00	2017	May	24	Breiangen vest	Vår	Skagerrak	242892.7999999998	6603030.699999999	3.3	35	12	200	5	16	25.018	120	10.291
VT10.2017-06-29	VT10	29.06.2017 00:00	2017	Jun	29	Breiangen vest	Sommer	Skagerrak	242892.7999999998	6603030.699999999	1.4	17	27	185	5	NA	19.373	310	16.549
VT10.2017-07-19	VT10	19.07.2017 00:00	2017	Jul	19	Breiangen vest	Sommer	Skagerrak	242892.7999999998	6603030.699999999	1.8	10	1	150	2	9	24.035	57	17.019
VT10.2017-08-16	VT10	16.08.2017 00:00	2017	Aug	16	Breiangen vest	Sommer	Skagerrak	242892.7999999998	6603030.699999999	1.9	10	2	165	4	10	22.099	160	18.109
VT10.2017-09-13	VT10	13.09.2017 00:00	2017	Sep	13	Breiangen vest	Høst	Skagerrak	242892.7999999998	6603030.699999999	1.5	16	16	180	4	8	20.722	290	15.365
VT10.2017-10-11	VT10	11.10.2017 00:00	2017	Oct	11	Breiangen vest	Høst	Skagerrak	242892.7999999998	6603030.699999999	0.16	5	84	140	12	16	29.883	360	13.514
VT10.2017-10-27	VT10	27.10.2017 00:00	2017	Oct	27	Breiangen vest	Høst	Skagerrak	242892.7999999998	6603030.699999999	0.9	13	82	170	8	37	25.276	470	10.357
VT10.2017-11-15	VT10	15.11.2017 00:00	2017	Nov	15	Breiangen vest	Høst	Skagerrak	242892.7999999998	6603030.699999999	0.24	5	81	150	11	17	28.452	370	11.123
VT10.2017-12-05	VT10	05.12.2017 00:00	2017	Dec	5	Breiangen vest	Vinter	Skagerrak	242892.7999999998	6603030.699999999	0.16	5	76	185	18	23	31.474	380	10.88
VT16.2017-02-21	VT16	21.02.2017 00:00	2017	Feb	21	Kyrkjebø	Vinter	Nordsjøen Nord	14003.400000000373	6812759.5	1.2	5	76	150	13	17	32.166	200	6.474
VT16.2017-03-18	VT16	18.03.2017 00:00	2017	Mar	18	Kyrkjebø	Vår	Nordsjøen Nord	14003.400000000373	6812759.5	1.4	5	51	131	17	18	32.875	170	6.217
VT16.2017-04-11	VT16	11.04.2017 00:00	2017	Apr	11	Kyrkjebø	Vår	Nordsjøen Nord	14003.400000000373	6812759.5	2.3	11	26	128	8	18	31.799	190	6.361
VT16.2017-05-01	VT16	01.05.2017 00:00	2017	May	1	Kyrkjebø	Vår	Nordsjøen Nord	14003.400000000373	6812759.5	2	10	2	107	3	12	29.711	83	7.753
VT16.2017-05-15	VT16	15.05.2017 00:00	2017	May	15	Kyrkjebø	Vår	Nordsjøen Nord	14003.400000000373	6812759.5	1.6	14	3	110	4	15	31.061	170	8.839
VT16.2017-06-14	VT16	14.06.2017 00:00	2017	Jun	14	Kyrkjebø	Sommer	Nordsjøen Nord	14003.400000000373	6812759.5	1.1	14	1	100	3	9	26.072	320	12.143
VT16.2017-07-18	VT16	18.07.2017 00:00	2017	Jul	18	Kyrkjebø	Sommer	Nordsjøen Nord	14003.400000000373	6812759.5	0.74	47	1	91	2	6	22.79	210	13.794
VT16.2017-08-13	VT16	13.08.2017 00:00	2017	Aug	13	Kyrkjebø	Sommer	Nordsjøen Nord	14003.400000000373	6812759.5	1.2	7	2	96	2	4	24.902	120	15.466
VT16.2017-09-13	VT16	13.09.2017 00:00	2017	Sep	13	Kyrkjebø	Høst	Nordsjøen Nord	14003.400000000373	6812759.5	0.78	16	2	114	3	9	24.397	270	14.486
VT16.2017-10-05	VT16	05.10.2017 00:00	2017	Oct	5	Kyrkjebø	Høst	Nordsjøen Nord	14003.400000000373	6812759.5	0.84	NA	NA	NA	NA	NA	28.819	NA	13.793
VT16.2017-11-05	VT16	05.11.2017 00:00	2017	Nov	5	Kyrkjebø	Høst	Nordsjøen Nord	14003.400000000373	6812759.5	0.82	20	29	120	5	8	26.826	NA	9.987
VT16.2017-11-20	VT16	20.11.2017 00:00	2017	Nov	20	Kyrkjebø	Høst	Nordsjøen Nord	14003.400000000373	6812759.5	0.5	6	37	134	6	12	28.581	300	8.78
VT16.2017-12-18	VT16	18.12.2017 00:00	2017	Dec	18	Kyrkjebø	Vinter	Nordsjøen Nord	14003.400000000373	6812759.5	0.5	10	56	125	8	14	29.175	390	6.885
VT2.2017-03-15	VT2	15.03.2017 00:00	2017	Mar	15	Ytre Oslofjord	Vår	Skagerrak	249426.59999999963	6588293.199999999	6.1	6	6	185	4	17	25.621	56	2.907
VT2.2017-04-19	VT2	19.04.2017 00:00	2017	Apr	19	Ytre Oslofjord	Vår	Skagerrak	249426.59999999963	6588293.199999999	1.1	14	39	200	5	14	25.553	290	5.477
VT2.2017-05-11	VT2	11.05.2017 00:00	2017	May	11	Ytre Oslofjord	Vår	Skagerrak	249426.59999999963	6588293.199999999	2.2	24	2	175	4	16	27.852	570	8.237
VT2.2017-05-24	VT2	24.05.2017 00:00	2017	May	24	Ytre Oslofjord	Vår	Skagerrak	249426.59999999963	6588293.199999999	3.4	24	3	190	4	16	24.244	100	11.349
VT2.2017-06-29	VT2	29.06.2017 00:00	2017	Jun	29	Ytre Oslofjord	Sommer	Skagerrak	249426.59999999963	6588293.199999999	2.3	12	4	160	7	14	23.298	160	14.987
VT2.2017-07-19	VT2	19.07.2017 00:00	2017	Jul	19	Ytre Oslofjord	Sommer	Skagerrak	249426.59999999963	6588293.199999999	1.6	8	1	139	2	9	25.98	57	16.774
VT2.2017-08-16	VT2	16.08.2017 00:00	2017	Aug	16	Ytre Oslofjord	Sommer	Skagerrak	249426.59999999963	6588293.199999999	1.3	12	2	195	4	10	23.201	180	18.119
VT2.2017-09-13	VT2	13.09.2017 00:00	2017	Sep	13	Ytre Oslofjord	Høst	Skagerrak	249426.59999999963	6588293.199999999	2.9	9	5	175	4	11	23.275	83	15.598
VT2.2017-10-11	VT2	11.10.2017 00:00	2017	Oct	11	Ytre Oslofjord	Høst	Skagerrak	249426.59999999963	6588293.199999999	0.99	5	87	140	12	16	30.185	350	13.466
VT2.2017-10-27	VT2	27.10.2017 00:00	2017	Oct	27	Ytre Oslofjord	Høst	Skagerrak	249426.59999999963	6588293.199999999	2.5	16	55	150	10	71	26.667	360	11.037
VT2.2017-11-15	VT2	15.11.2017 00:00	2017	Nov	15	Ytre Oslofjord	Høst	Skagerrak	249426.59999999963	6588293.199999999	0.16	5	85	150	13	18	27.005	390	9.193
VT2.2017-12-05	VT2	05.12.2017 00:00	2017	Dec	5	Ytre Oslofjord	Vinter	Skagerrak	249426.59999999963	6588293.199999999	0.25	14	98	205	18	23	29.461	1730	8.273
VT28.2017-02-22	VT28	22.02.2017 00:00	2017	Feb	22	Tjukkeneset	Vinter	Norskehavet Nord I	596833.2000000002	7597181.699999999	0.18	5	88	128	12	15	31.7	190	3.22333
VT28.2017-03-24	VT28	24.03.2017 00:00	2017	Mar	24	Tjukkeneset	Vår	Norskehavet Nord I	596833.2000000002	7597181.699999999	3.2	18	8	215	9	24	32.58	170	3.849
VT28.2017-04-11	VT28	11.04.2017 00:00	2017	Apr	11	Tjukkeneset	Vår	Norskehavet Nord I	596833.2000000002	7597181.699999999	0.51	5	2	89	5	11	32.02	78	3.501
VT28.2017-04-27	VT28	27.04.2017 00:00	2017	Apr	27	Tjukkeneset	Vår	Norskehavet Nord I	596833.2000000002	7597181.699999999	0.39	12	6	103	7	15	32.66	46	4.071
VT28.2017-05-22	VT28	22.05.2017 00:00	2017	May	22	Tjukkeneset	Vår	Norskehavet Nord I	596833.2000000002	7597181.699999999	1.2	12	1	93	6	16	32.6365	140	6.6265
VT28.2017-06-16	VT28	16.06.2017 00:00	2017	Jun	16	Tjukkeneset	Sommer	Norskehavet Nord I	596833.2000000002	7597181.699999999	0.86	61	1	190	5	16	29.718	180	11.905
VT28.2017-07-20	VT28	20.07.2017 00:00	2017	Jul	20	Tjukkeneset	Sommer	Norskehavet Nord I	596833.2000000002	7597181.699999999	0.31	37	1	85	4	11	26.44	190	12.61
VT28.2017-08-28	VT28	28.08.2017 00:00	2017	Aug	28	Tjukkeneset	Sommer	Norskehavet Nord I	596833.2000000002	7597181.699999999	0.59	7	7	98	3	10	30.3955	120	12.4045
VT28.2017-09-11	VT28	11.09.2017 00:00	2017	Sep	11	Tjukkeneset	Høst	Norskehavet Nord I	596833.2000000002	7597181.699999999	0.7	11	1	103	6	10	32.311	64	11.943
VT28.2017-10-12	VT28	12.10.2017 00:00	2017	Oct	12	Tjukkeneset	Høst	Norskehavet Nord I	596833.2000000002	7597181.699999999	0.57	18	12	150	8	14	32.607	110	10.364
VT28.2017-11-14	VT28	14.11.2017 00:00	2017	Nov	14	Tjukkeneset	Høst	Norskehavet Nord I	596833.2000000002	7597181.699999999	0.17	5	28	100	8	10	32.158	110	7.713
